C-B00-0;C-BILIMST-0;C-ALTGRIMST-0;C-ESIMST-0;C-IMST-0;F-DATA
B00-6;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-2;7526
B00-6;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-3;5429
B00-6;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-4;3852
B00-6;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-1;2885
B00-6;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-2;1199
B00-6;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-3;1320
B00-6;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-4;1629
B00-6;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-1;10354
B00-6;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-2;6574
B00-6;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-3;4580
B00-6;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-4;3235
B00-6;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-1;1440
B00-6;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-2;536
B00-6;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-3;727
B00-6;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-4;840
B00-6;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-1;11248
B00-6;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-2;5605
B00-6;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-3;2820
B00-6;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-4;2450
B00-6;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-1;1340
B00-6;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-2;286
B00-6;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-3;365
B00-6;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-4;666
B00-6;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-1;8261
B00-6;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-2;3014
B00-6;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-3;1174
B00-6;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-4;1424
B00-6;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-1;4068
B00-6;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-2;781
B00-6;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-3;433
B00-6;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-4;952
B00-6;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-1;12933
B00-6;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-2;10405
B00-6;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-3;3779
B00-6;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-4;2651
B00-6;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-1;2646
B00-6;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-2;1196
B00-6;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-3;921
B00-6;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-4;1223
B00-6;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-1;13735
B00-6;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-2;10394
B00-6;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-3;3953
B00-6;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-4;2744
B00-6;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-1;1801
B00-6;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-2;827
B00-6;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-3;718
B00-6;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-4;857
B00-6;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-1;12967
B00-6;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-2;7375
B00-6;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-3;2421
B00-6;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-4;2190
B00-6;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-1;974
B00-6;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-2;244
B00-6;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-3;235
B00-6;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-4;470
B00-6;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-1;11083
B00-6;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-2;4663
B00-6;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-3;1114
B00-6;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-4;1337
B00-6;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-1;3126
B00-6;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-2;714
B00-6;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-3;313
B00-6;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-4;668
B00-6;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-1;8
B00-6;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-2;1
B00-6;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-3;9
B00-6;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-4;14
B00-6;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-1;29
B00-6;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-2;3
B00-6;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-3;11
B00-6;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-4;32
B00-6;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-1;8
B00-6;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-2;1
B00-6;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-3;5
B00-6;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-4;8
B00-6;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-1;17
B00-6;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-2;3
B00-6;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-3;3
B00-6;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-4;15
B00-6;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-1;9
B00-6;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-2;1
B00-6;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-4;9
B00-6;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-1;12
B00-6;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-3;3
B00-6;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-4;13
B00-6;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-1;3
B00-6;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-2;1
B00-6;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-4;3
B00-6;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-1;8
B00-6;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-2;1
B00-6;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-4;7
B00-7;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-1;3381
B00-7;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-2;1334
B00-7;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-3;2358
B00-7;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-4;2603
B00-7;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-1;1321
B00-7;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-2;372
B00-7;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-3;834
B00-7;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-4;1369
B00-7;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-1;4516
B00-7;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-2;1807
B00-7;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-3;2357
B00-7;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-4;2503
B00-7;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-1;1346
B00-7;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-2;382
B00-7;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-3;665
B00-7;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-4;1036
B00-7;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-1;6684
B00-7;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-2;2213
B00-7;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-3;2125
B00-7;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-4;2492
B00-7;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-1;1878
B00-7;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-2;421
B00-7;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-3;487
B00-7;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-4;992
B00-7;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-1;6048
B00-7;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-2;1676
B00-7;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-3;1203
B00-7;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-4;1831
B00-7;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-1;6548
B00-7;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-2;1215
B00-7;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-3;931
B00-7;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-4;2082
B00-7;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-1;13239
B00-7;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-2;6606
B00-7;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-3;9116
B00-7;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-4;7373
B00-7;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-1;2279
B00-7;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-2;834
B00-7;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-3;2118
B00-7;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-4;2006
B00-7;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-1;16285
B00-7;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-2;8886
B00-7;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-3;8995
B00-7;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-4;7130
B00-7;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-1;2078
B00-7;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-2;851
B00-7;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-3;1287
B00-7;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-4;1478
B00-7;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-1;25183
B00-7;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-2;10503
B00-7;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-3;7732
B00-7;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-4;7352
B00-7;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-1;2922
B00-7;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-2;713
B00-7;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-3;852
B00-7;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-4;1373
B00-7;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-1;23019
B00-7;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-2;7668
B00-7;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-3;4161
B00-7;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-4;5349
B00-7;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-1;14677
B00-7;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-2;3180
B00-7;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-3;1813
B00-7;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-4;3490
B00-7;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-1;6290
B00-7;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-2;4212
B00-7;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-3;3090
B00-7;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-4;2284
B00-7;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-1;1501
B00-7;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-2;676
B00-7;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-3;780
B00-7;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-4;1038
B00-7;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-1;5332
B00-7;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-2;3514
B00-7;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-3;2310
B00-7;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-4;1785
B00-7;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-1;707
B00-7;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-2;348
B00-7;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-3;413
B00-7;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-4;469
B00-7;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-1;5892
B00-7;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-2;3012
B00-7;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-3;1579
B00-7;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-4;1443
B00-7;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-1;588
B00-7;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-2;172
B00-7;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-3;131
B00-7;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-4;273
B00-7;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-1;4651
B00-7;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-2;1763
B00-7;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-3;663
B00-7;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-4;891
B00-7;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-1;1799
B00-7;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-2;465
B00-7;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-3;201
B00-7;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-4;446
B00-7;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-1;7336
B00-7;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-2;5947
B00-7;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-3;2417
B00-7;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-4;1702
B00-7;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-1;1534
B00-7;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-2;741
B00-7;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-3;691
B00-7;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-4;1061
B00-7;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-1;7690
B00-7;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-2;5986
B00-7;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-3;2336
B00-7;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-4;1889
B00-7;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-1;1072
B00-7;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-2;557
B00-7;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-3;486
B00-7;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-4;498
B00-7;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-1;7520
B00-7;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-2;4677
B00-7;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-3;1646
B00-7;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-4;1586
B00-7;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-1;526
B00-7;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-2;177
B00-7;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-3;142
B00-7;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-4;283
B00-7;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-1;6715
B00-7;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-2;2895
B00-7;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-3;766
B00-7;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-4;968
B00-7;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-1;1396
B00-7;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-2;314
B00-7;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-3;100
B00-7;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-4;350
B00-7;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-1;20
B00-7;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-2;7
B00-7;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-3;12
B00-7;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-4;19
B00-7;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-1;12
B00-7;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-2;2
B00-7;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-3;10
B00-7;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-4;20
B00-7;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-1;9
B00-7;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-2;2
B00-7;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-3;8
B00-7;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-4;7
B00-7;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-1;3
B00-7;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-2;2
B00-7;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-3;3
B00-7;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-4;6
B00-7;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-1;6
B00-7;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-3;1
B00-7;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-4;3
B00-7;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-1;12
B00-7;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-2;2
B00-7;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-3;1
B00-7;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-4;6
B00-7;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-1;2
B00-7;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-2;2
B00-7;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-4;5
B00-7;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-1;9
B00-7;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-3;3
B00-7;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-4;5
B00-8;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-1;1851
B00-8;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-2;831
B00-8;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-3;1320
B00-8;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-4;1525
B00-8;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-1;757
B00-8;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-2;252
B00-8;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-3;644
B00-8;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-4;973
B00-8;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-1;2700
B00-8;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-2;1245
B00-8;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-3;1558
B00-8;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-4;1565
B00-8;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-1;874
B00-8;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-2;301
B00-8;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-3;572
B00-8;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-4;786
B00-8;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-1;3863
B00-8;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-2;1434
B00-8;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-3;1342
B00-8;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-4;1556
B00-8;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-1;1330
B00-8;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-2;282
B00-8;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-3;390
B00-8;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-4;751
B00-8;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-1;3111
B00-8;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-2;971
B00-8;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-3;625
B00-8;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-4;994
B00-8;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-1;3651
B00-8;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-2;707
B00-8;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-3;492
B00-8;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-4;1463
B00-8;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-1;6210
B00-8;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-2;3767
