C-B00-0;C-BILIMST-0;C-ALTGRIMST-0;C-ESIMST-0;C-IMST-0;F-DATA
B00-8;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-3;4825
B00-8;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-4;3942
B00-8;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-1;1052
B00-8;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-2;493
B00-8;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-3;1100
B00-8;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-4;1174
B00-8;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-1;7834
B00-8;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-2;4812
B00-8;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-3;4716
B00-8;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-4;3767
B00-8;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-1;1026
B00-8;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-2;475
B00-8;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-3;735
B00-8;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-4;845
B00-8;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-1;12224
B00-8;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-2;5893
B00-8;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-3;3904
B00-8;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-4;4015
B00-8;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-1;1452
B00-8;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-2;385
B00-8;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-3;445
B00-8;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-4;790
B00-8;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-1;11471
B00-8;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-2;4413
B00-8;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-3;2073
B00-8;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-4;2648
B00-8;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-1;6750
B00-8;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-2;1475
B00-8;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-3;893
B00-8;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-4;1900
B00-8;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-1;2711
B00-8;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-2;2174
B00-8;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-3;1375
B00-8;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-4;993
B00-8;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-1;677
B00-8;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-2;354
B00-8;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-3;414
B00-8;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-4;429
B00-8;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-1;2608
B00-8;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-2;1991
B00-8;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-3;1180
B00-8;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-4;933
B00-8;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-1;405
B00-8;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-2;219
B00-8;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-3;262
B00-8;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-4;286
B00-8;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-1;2793
B00-8;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-2;1625
B00-8;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-3;785
B00-8;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-4;746
B00-8;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-1;318
B00-8;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-2;98
B00-8;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-3;102
B00-8;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-4;146
B00-8;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-1;2277
B00-8;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-2;955
B00-8;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-3;343
B00-8;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-4;431
B00-8;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-1;886
B00-8;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-2;231
B00-8;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-3;94
B00-8;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-4;232
B00-8;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-1;2657
B00-8;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-2;2344
B00-8;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-3;848
B00-8;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-4;580
B00-8;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-1;651
B00-8;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-2;344
B00-8;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-3;265
B00-8;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-4;319
B00-8;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-1;3386
B00-8;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-2;2877
B00-8;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-3;1103
B00-8;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-4;878
B00-8;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-1;562
B00-8;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-2;282
B00-8;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-3;283
B00-8;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-4;288
B00-8;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-1;3624
B00-8;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-2;2364
B00-8;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-3;742
B00-8;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-4;707
B00-8;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-1;301
B00-8;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-2;113
B00-8;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-3;99
B00-8;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-4;134
B00-8;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-1;3168
B00-8;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-2;1593
B00-8;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-3;350
B00-8;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-4;446
B00-8;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-1;766
B00-8;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-2;228
B00-8;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-3;58
B00-8;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-4;202
B00-8;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-1;7
B00-8;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-2;4
B00-8;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-3;4
B00-8;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-4;9
B00-8;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-1;17
B00-8;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-2;5
B00-8;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-3;5
B00-8;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-4;16
B00-8;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-1;7
B00-8;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-2;1
B00-8;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-3;3
B00-8;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-4;7
B00-8;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-1;6
B00-8;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-2;3
B00-8;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-3;1
B00-8;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-4;6
B00-8;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-1;3
B00-8;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-3;3
B00-8;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-4;2
B00-8;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-1;3
B00-8;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-2;2
B00-8;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-3;1
B00-8;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-4;5
B00-8;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-1;3
B00-8;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-3;2
B00-8;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-4;1
B00-8;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-1;5
B00-8;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-4;4
B00-9;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-1;9545
B00-9;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-2;4629
B00-9;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-3;6577
B00-9;BILIMST-1;ALT10IMST-4;ESIMST-1;IMST-4;7183
B00-9;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-1;7644
B00-9;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-2;2442
B00-9;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-3;6171
B00-9;BILIMST-1;ALT10IMST-4;ESIMST-2;IMST-4;8684
B00-9;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-1;12535
B00-9;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-2;6336
B00-9;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-3;7634
B00-9;BILIMST-1;ALT10IMST-5;ESIMST-1;IMST-4;7179
B00-9;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-1;7720
B00-9;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-2;2648
B00-9;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-3;5211
B00-9;BILIMST-1;ALT10IMST-5;ESIMST-2;IMST-4;7032
B00-9;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-1;15502
B00-9;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-2;6507
B00-9;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-3;5968
B00-9;BILIMST-1;ALT10IMST-6;ESIMST-1;IMST-4;6858
B00-9;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-1;8932
B00-9;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-2;2371
B00-9;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-3;3714
B00-9;BILIMST-1;ALT10IMST-6;ESIMST-2;IMST-4;6223
B00-9;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-1;11060
B00-9;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-2;3755
B00-9;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-3;2246
B00-9;BILIMST-1;ALT10IMST-7;ESIMST-1;IMST-4;3665
B00-9;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-1;16004
B00-9;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-2;3366
B00-9;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-3;2993
B00-9;BILIMST-1;ALT10IMST-7;ESIMST-2;IMST-4;7866
B00-9;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-1;18194
B00-9;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-2;11410
B00-9;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-3;10949
B00-9;BILIMST-2;ALT10IMST-4;ESIMST-1;IMST-4;8621
B00-9;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-1;5359
B00-9;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-2;2052
B00-9;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-3;4340
B00-9;BILIMST-2;ALT10IMST-4;ESIMST-2;IMST-4;5238
B00-9;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-1;21010
B00-9;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-2;12464
B00-9;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-3;10437
B00-9;BILIMST-2;ALT10IMST-5;ESIMST-1;IMST-4;8397
B00-9;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-1;5734
B00-9;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-2;1970
B00-9;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-3;3362
B00-9;BILIMST-2;ALT10IMST-5;ESIMST-2;IMST-4;4521
B00-9;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-1;31778
B00-9;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-2;14970
B00-9;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-3;8551
B00-9;BILIMST-2;ALT10IMST-6;ESIMST-1;IMST-4;8615
B00-9;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-1;8570
B00-9;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-2;2075
B00-9;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-3;2421
B00-9;BILIMST-2;ALT10IMST-6;ESIMST-2;IMST-4;4666
B00-9;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-1;29811
B00-9;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-2;11398
B00-9;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-3;3926
B00-9;BILIMST-2;ALT10IMST-7;ESIMST-1;IMST-4;5723
B00-9;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-1;27251
B00-9;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-2;5871
B00-9;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-3;2624
B00-9;BILIMST-2;ALT10IMST-7;ESIMST-2;IMST-4;8013
B00-9;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-1;21070
B00-9;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-2;16730
B00-9;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-3;8523
B00-9;BILIMST-3;ALT10IMST-4;ESIMST-1;IMST-4;6288
B00-9;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-1;6930
B00-9;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-2;3649
B00-9;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-3;3785
B00-9;BILIMST-3;ALT10IMST-4;ESIMST-2;IMST-4;5130
B00-9;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-1;16955
B00-9;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-2;11810
B00-9;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-3;5867
B00-9;BILIMST-3;ALT10IMST-5;ESIMST-1;IMST-4;4687
B00-9;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-1;4328
B00-9;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-2;1812
B00-9;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-3;2261
B00-9;BILIMST-3;ALT10IMST-5;ESIMST-2;IMST-4;2787
B00-9;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-1;18888
B00-9;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-2;10594
B00-9;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-3;4065
B00-9;BILIMST-3;ALT10IMST-6;ESIMST-1;IMST-4;3786
B00-9;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-1;3864
B00-9;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-2;1193
B00-9;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-3;1228
B00-9;BILIMST-3;ALT10IMST-6;ESIMST-2;IMST-4;2059
B00-9;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-1;16222
B00-9;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-2;6723
B00-9;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-3;1930
B00-9;BILIMST-3;ALT10IMST-7;ESIMST-1;IMST-4;2603
B00-9;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-1;9049
B00-9;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-2;2216
B00-9;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-3;1019
B00-9;BILIMST-3;ALT10IMST-7;ESIMST-2;IMST-4;2758
B00-9;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-1;32824
B00-9;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-2;31498
B00-9;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-3;7803
B00-9;BILIMST-4;ALT10IMST-4;ESIMST-1;IMST-4;5940
B00-9;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-1;7126
B00-9;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-2;4410
B00-9;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-3;2966
B00-9;BILIMST-4;ALT10IMST-4;ESIMST-2;IMST-4;4582
B00-9;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-1;34115
B00-9;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-2;28331
B00-9;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-3;7452
B00-9;BILIMST-4;ALT10IMST-5;ESIMST-1;IMST-4;5896
B00-9;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-1;6219
B00-9;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-2;3428
B00-9;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-3;2294
B00-9;BILIMST-4;ALT10IMST-5;ESIMST-2;IMST-4;2930
B00-9;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-1;29278
B00-9;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-2;19633
B00-9;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-3;4655
B00-9;BILIMST-4;ALT10IMST-6;ESIMST-1;IMST-4;4166
B00-9;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-1;3569
B00-9;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-2;1379
B00-9;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-3;1039
B00-9;BILIMST-4;ALT10IMST-6;ESIMST-2;IMST-4;1815
B00-9;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-1;23415
B00-9;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-2;10999
B00-9;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-3;2010
B00-9;BILIMST-4;ALT10IMST-7;ESIMST-1;IMST-4;2799
B00-9;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-1;6983
B00-9;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-2;1883
B00-9;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-3;762
B00-9;BILIMST-4;ALT10IMST-7;ESIMST-2;IMST-4;2089
B00-9;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-1;38
B00-9;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-2;20
B00-9;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-3;13
B00-9;BILIMST-99;ALT10IMST-4;ESIMST-1;IMST-4;29
B00-9;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-1;73
B00-9;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-2;20
B00-9;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-3;38
B00-9;BILIMST-99;ALT10IMST-4;ESIMST-2;IMST-4;91
B00-9;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-1;21
B00-9;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-2;6
B00-9;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-3;8
B00-9;BILIMST-99;ALT10IMST-5;ESIMST-1;IMST-4;17
B00-9;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-1;46
B00-9;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-2;15
B00-9;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-3;23
B00-9;BILIMST-99;ALT10IMST-5;ESIMST-2;IMST-4;47
B00-9;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-1;13
B00-9;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-2;5
B00-9;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-3;2
B00-9;BILIMST-99;ALT10IMST-6;ESIMST-1;IMST-4;18
B00-9;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-1;37
B00-9;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-2;6
B00-9;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-3;12
B00-9;BILIMST-99;ALT10IMST-6;ESIMST-2;IMST-4;44
B00-9;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-1;5
B00-9;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-2;2
B00-9;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-3;1
B00-9;BILIMST-99;ALT10IMST-7;ESIMST-1;IMST-4;14
B00-9;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-1;31
B00-9;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-2;1
B00-9;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-3;4
B00-9;BILIMST-99;ALT10IMST-7;ESIMST-2;IMST-4;16
